TRANSACTION_NUMBER,INSTANCE_DATE,GROUP_EN,PROCEDURE_EN,IS_OFFPLAN_EN,IS_FREE_HOLD_EN,USAGE_EN,AREA_EN,PROP_TYPE_EN,PROP_SB_TYPE_EN,TRANS_VALUE,PROCEDURE_AREA,ACTUAL_AREA,ROOMS_EN,PARKING,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,TOTAL_BUYER,TOTAL_SELLER,MASTER_PROJECT_EN,PROJECT_EN
"11-3131-2025","2025-01-24 11:33:47","Sales","Sale","Ready","Free Hold","Residential","ARJAN","Unit","Flat","550000","38","38","Studio","B-127","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","1","1","","Joya Blanca Residences "
"11-3132-2025","2025-01-24 11:47:50","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","375000","69","69","1 B/R","","Rashidiya Metro Station","City Centre Mirdif","","1","2","",""
"11-3134-2025","2025-01-24 11:32:01","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","920000","68.63","68.63","","P-25","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","1","1","","Binghatti Jasmine"
"11-3135-2025","2025-01-24 11:44:17","Sales","Sale","Ready","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","1335000","58.14","58.14","1 B/R","P4-44","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","Sobha Hartland Waves"
"11-3136-2025","2025-01-24 11:45:30","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","445000","55.39","55.39","Studio","G-54","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","1","1","","MAY RESIDENCE"
"11-3138-2025","2025-01-24 11:52:12","Sales","Sale","Ready","Free Hold","Residential","MBR DISTRICT 7","Unit","Flat","1350000","73.09","73.09","1 B/R","G-43","","","","1","1","","MAG EYE Phase 1"
"11-314-2025","2025-01-05 21:22:41","Sales","Sale","Ready","Free Hold","Residential","BARSHA HEIGHTS","Unit","Office","4476594.94","321.46","321.46","NA","P3-067 to P3-071  0","Dubai Internet City","Mall of the Emirates","Burj Al Arab","1","1","","I - RISE TOWER"
"11-3142-2025","2025-01-25 14:04:39","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","965000","74.69","74.69","1 B/R","B1-36","Business Bay Metro Station","Dubai Mall","Downtown Dubai","2","1","","MAYFAIR TOWER"
"11-3145-2025","2025-01-24 12:04:58","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1570000","116.91","116.91","2 B/R","B3-12","Marina Towers","Marina Mall","Burj Al Arab","1","1","","TORCH TOWER"
"11-3146-2025","2025-01-24 12:55:41","Sales","Sale","Ready","Free Hold","Residential","AL FURJAN","Unit","Hotel Apartment","795000","73.25","73.25","1 B/R","B-50","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","1","1","","Azizi Plaza Hotel Apartments"
"11-3148-2025","2025-01-24 11:43:04","Sales","Sale","Ready","Free Hold","Residential","FALCON CITY OF WONDERS","Land","Residential","6400000","872.27","872.27","","","","","IMG World Adventures","1","1","","WESTERN RESIDENCE - SOUTH"
"11-3149-2025","2025-01-24 11:52:02","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","625000","41.99","41.99","Studio","B1-51","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","1","1","","REGINA"
"11-315-2025","2025-01-05 22:09:20","Sales","Sale","Ready","Free Hold","Residential","DUBAI SOUTH","Unit","Flat","490000","34.91","34.91","Studio","G-115","","","Expo 2020 Site","1","1","","MAJESTIQUE RESIDENCE 1"
"11-3150-2025","2025-01-24 11:43:21","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","910000","73.01","73.01","1 B/R","B2-F811","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","1","1","",""
"11-316-2025","2025-01-05 22:14:36","Sales","Sale","Ready","Free Hold","Residential","DUBAI SOUTH","Unit","Flat","1015000","86.83","86.83","2 B/R","G-130","","","Expo 2020 Site","2","1","","MAJESTIQUE RESIDENCE 1"
"11-3162-2025","2025-01-24 12:30:32","Sales","Sale","Ready","Free Hold","Residential","THE GREENS","Unit","Flat","1150000","70.44","70.44","1 B/R","345.","Dubai Internet City","Marina Mall","Burj Al Arab","1","1","",""
"11-3166-2025","2025-01-24 12:29:18","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1175000","75.75","75.75","1 B/R","B4-21","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","THE VOGUE"
"11-317-2025","2025-01-16 12:01:30","Sales","Sale","Ready","Free Hold","Residential","CITY WALK","Unit","Flat","3893754","211.5","211.5","3 B/R","B-161, B-162","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","1","1","","NO.9 & NO.10 CITYWALK RESIDENTIAL"
"11-3173-2025","2025-01-24 14:33:15","Sales","Sale","Ready","Free Hold","Residential","PALM JUMEIRAH","Unit","Flat","9700000","434.5","434.5","PENTHOUSE","Building 5-B3-67, Building 5-B3-68","Palm Jumeirah","Marina Mall","Burj Al Arab","1","1","","GOLDEN MILE"
"11-318-2025","2025-01-06 10:14:22","Sales","Sale","Ready","Free Hold","Residential","ARABIAN RANCHES II","Land","Residential","4754888","746.1","746.1","","","","","Motor City","2","2","","ARABIAN RANCHES - YASMIN COMMUNITY"
"11-3180-2025","2025-01-24 20:00:50","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","1785000","84.31","84.31","1 B/R","B2-40","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","1","1","","BURJ VISTA"
"11-3184-2025","2025-01-24 20:05:56","Sales","Sale","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Flat","790000","28.63","28.63","Studio","B1-58","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","Azizi Riviera 29"
"11-3185-2025","2025-01-25 10:33:02","Sales","Sale","Ready","Free Hold","Residential","DUBAI HEALTHCARE CITY - PHASE 2","Unit","Flat","1200000","79.11","79.11","1 B/R","LB-17","Healthcare City Metro Station","Dubai Mall","Downtown Dubai","1","1","","O10"
"11-319-2025","2025-01-06 08:33:01","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1275000","41.37","41.37","Studio","B5-174","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","2","1","","BAY CENTRAL WEST & CENTRAL TOWERS"
"11-32-2025","2025-01-02 09:59:05","Sales","Sale","Ready","Free Hold","Residential","MBR DISTRICT 7","Unit","Flat","1250000","79.95","79.95","1 B/R","G-113","","","","2","1","","MAG EYE Phase 1"
"11-320-2025","2025-01-06 08:40:54","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH BEACH RESIDENCE","Unit","Hotel Apartment","7000000","107.83","107.83","2 B/R","B1-120","Jumeirah Beach Residency","Marina Mall","Burj Al Arab","1","1","","Jumeirah Gate"
"11-321-2025","2025-01-06 08:39:47","Sales","Sale","Ready","Free Hold","Residential","MOTOR CITY","Unit","Flat","2300000","198.91","198.91","3 B/R","477 in FXH7-800 in FXH7","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","1","1","",""
"11-322-2025","2025-01-06 11:05:34","Sales","Sale","Ready","Non Free Hold","Commercial","Naif","Land","Commercial","15000000","323.21","323.21","","","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","1","1","",""
"11-323-2025","2025-01-06 09:06:37","Sales","Sale","Ready","Free Hold","Residential","ARJAN","Unit","Flat","1300000","131.11","131.11","2 B/R","B2-17","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","1","1","","SIRAJ TOWER"
"11-324-2025","2025-01-07 13:29:44","Sales","Sale","Ready","Free Hold","Residential","BARSHA HEIGHTS","Unit","Office","1635789","103.03","103.03","NA","P3-181, P3-182","Dubai Internet City","Mall of the Emirates","Burj Al Arab","1","1","","I - RISE TOWER"
"11-325-2025","2025-01-07 12:18:50","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","1275000","69.83","69.83","1 B/R","DMCC-3018","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","1","1","","MBL RESIDENCE"
"11-326-2025","2025-01-06 09:06:28","Sales","Sale","Ready","Free Hold","Residential","ARJAN","Unit","Flat","540000","45.05","45.05","Studio","G-50","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","1","1","Remraam - Al Ramth","GENESIS"
"11-327-2025","2025-01-06 09:05:55","Sales","Sale","Ready","Free Hold","Residential","THE GREENS","Unit","Flat","3075000","166.95","166.95","3 B/R","T3-B-46 , T3-B-47","Dubai Internet City","Marina Mall","Burj Al Arab","2","1","",""
"11-328-2025","2025-01-06 08:58:54","Sales","Sale","Ready","Free Hold","Residential","ARJAN","Unit","Flat","450000","54.2","54.2","Studio","WB1-102","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","1","2","","LINCOLN PARK"
"11-329-2025","2025-01-07 13:33:36","Sales","Sale","Ready","Free Hold","Residential","BARSHA HEIGHTS","Unit","Office","1101854","69.4","69.4","NA","P3-153, P3-180","Dubai Internet City","Mall of the Emirates","Burj Al Arab","1","1","","I - RISE TOWER"
"11-33-2025","2025-01-02 11:07:18","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1500000","120.41","120.41","2 B/R","B1-74, B1-75","Business Bay Metro Station","Dubai Mall","Downtown Dubai","1","1","","PARK CENTRAL"
"11-330-2025","2025-01-06 09:57:52","Sales","Sale","Ready","Free Hold","Residential","REMRAAM","Unit","Flat","535000","64","64","1 B/R","G-39","","","Motor City","1","8","","REMRAAM"
"11-331-2025","2025-01-07 14:15:08","Sales","Sale","Ready","Free Hold","Residential","DUBAI HILLS","Land","Residential","6875000","403.85","403.85","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Global Village","1","2","","Sidra 3"
"11-332-2025","2025-01-07 13:32:49","Sales","Sale","Ready","Free Hold","Residential","BARSHA HEIGHTS","Unit","Office","1145352","72.14","72.14","NA","P3-152","Dubai Internet City","Mall of the Emirates","Burj Al Arab","1","1","","I - RISE TOWER"
"11-333-2025","2025-01-07 13:32:08","Sales","Sale","Ready","Free Hold","Residential","BARSHA HEIGHTS","Unit","Office","1102002","69.41","69.41","NA","P3-151","Dubai Internet City","Mall of the Emirates","Burj Al Arab","1","1","","I - RISE TOWER"
"11-334-2025","2025-01-07 13:46:47","Sales","Sale","Ready","Free Hold","Residential","BARSHA HEIGHTS","Unit","Office","1625464","102.38","102.38","NA","P3-128, P3-129, P6-037","Dubai Internet City","Mall of the Emirates","Burj Al Arab","1","1","","I - RISE TOWER"
"11-335-2025","2025-01-06 12:26:05","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","325000","43.56","43.56","Studio","","Rashidiya Metro Station","City Centre Mirdif","","1","7","","INTERNATIONAL CITY EMARATI"
"11-336-2025","2025-01-07 13:31:21","Sales","Sale","Ready","Free Hold","Residential","BARSHA HEIGHTS","Unit","Office","1527347","96.2","96.2","NA","P3-126, P3-127","Dubai Internet City","Mall of the Emirates","Burj Al Arab","1","1","","I - RISE TOWER"
"11-337-2025","2025-01-06 12:33:31","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","315000","43.56","43.56","Studio","","Rashidiya Metro Station","City Centre Mirdif","","1","7","","INTERNATIONAL CITY EMARATI"
"11-338-2025","2025-01-07 08:28:21","Sales","Sale","Ready","Free Hold","Residential","BARSHA HEIGHTS","Unit","Office","1408108","88.69","88.69","NA","P3-124, P3-125","Dubai Internet City","Mall of the Emirates","Burj Al Arab","1","1","","I - RISE TOWER"
"11-339-2025","2025-01-06 09:20:36","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","880000","119.87","119.87","2 B/R","G-085","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","1","1","","ELITE 3 SPORTS RESIDENCE"
"11-34-2025","2025-01-06 11:08:01","Sales","Sale","Ready","Non Free Hold","Residential","Al Jafliya","Land","Residential","2700000","455.22","455.22","","","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","1","9","",""
"11-340-2025","2025-01-07 08:27:01","Sales","Sale","Ready","Free Hold","Residential","BARSHA HEIGHTS","Unit","Office","3555281","223.93","223.93","NA","P3-046, P3-121 to P3-123","Dubai Internet City","Mall of the Emirates","Burj Al Arab","1","1","","I - RISE TOWER"
"11-341-2025","2025-01-07 08:18:35","Sales","Sale","Ready","Free Hold","Residential","BARSHA HEIGHTS","Unit","Office","1344123","84.66","84.66","NA","P3-045","Dubai Internet City","Mall of the Emirates","Burj Al Arab","1","1","","I - RISE TOWER"
"11-342-2025","2025-01-06 15:04:44","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","2000000","58.47","58.47","1 B/R","B1-75","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","2","1","","15 Northside"
"11-343-2025","2025-01-06 09:33:32","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1050000","50.12","50.12","1 B/R","P9-48","Business Bay Metro Station","Dubai Mall","Downtown Dubai","1","1","","AYKON CITY 2"
"11-344-2025","2025-01-06 09:46:10","Sales","Sale","Ready","Free Hold","Residential","AL FURJAN","Unit","Hotel Apartment","492000","42.97","42.97","Studio","B-06","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","1","1","","Azizi Plaza Hotel Apartments"
"11-345-2025","2025-01-06 11:56:35","Sales","Sale","Ready","Free Hold","Residential","LA MER","Unit","Flat","1980000","75.72","75.72","1 B/R","A-142","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","1","1","","Port De La Mer - La Voile"
"11-346-2025","2025-01-06 10:35:02","Sales","Sale","Ready","Non Free Hold","Residential","SILICON OASIS","Land","","26000000","3507.02","3507.02","","","","","IMG World Adventures","1","1","",""
"11-347-2025","2025-01-06 10:10:41","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1240000","64.28","64.28","1 B/R","88(B03)","Dubai Marina","Marina Mall","Burj Al Arab","1","1","",""
"11-348-2025","2025-01-06 10:40:51","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","810000","47.12","47.12","1 B/R","B-62","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","HAMILTON RESIDENCY"
"11-349-2025","2025-01-06 10:39:08","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","565000","48.29","48.29","Studio","B1-44","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","1","1","","REEF RESIDENCE"
"11-35-2025","2025-01-06 08:15:43","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","280000","44.5","44.5","Studio","","Rashidiya Metro Station","City Centre Mirdif","","1","1","",""
"11-351-2025","2025-01-06 10:20:29","Sales","Sale","Ready","Free Hold","Residential","Madinat Hind 4","Land","Residential","2350000","174.8","174.8","","","","","","1","1","","DAMAC HILLS (2) - CLARET"
"11-352-2025","2025-01-06 15:29:37","Sales","Sale","Ready","Non Free Hold","Residential","Al Twar Fourth","Land","Residential","1260000","278.71","278.71","","","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","3","6","",""
"11-353-2025","2025-01-06 10:24:58","Sales","Sale","Ready","Free Hold","Residential","DUBAI HEALTHCARE CITY - PHASE 2","Unit","Flat","850000","77.29","77.29","1 B/R","P1-196","Al Jadaf Metro Station","Dubai Mall","Downtown Dubai","2","1","","Binghatti Gateway "
"11-354-2025","2025-01-06 13:32:30","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","950000","62.77","62.77","1 B/R","P3-31","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","1","1","","Binghatti Luna"
"11-355-2025","2025-01-06 14:48:47","Sales","Sale","Ready","Free Hold","Residential","AL WAHA","Unit","Flat","1250000","166.48","166.48","2 B/R","","","","Dubai Cycling Course","1","1","",""
"11-356-2025","2025-01-06 10:54:47","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1230000","44.38","44.38","1 B/R","P3-050","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","VERA TOWER "
"11-357-2025","2025-01-06 10:35:02","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1650000","99.5","99.5","2 B/R","35(B2)","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","1","1","",""
"11-358-2025","2025-01-06 10:22:43","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1800000","154.61","154.61","","P-50,P-51","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","1","1","","Binghatti Jasmine"
"11-359-2025","2025-01-06 10:31:04","Sales","Sale","Ready","Free Hold","Residential","ARJAN","Unit","Flat","965000","78.2","78.2","1 B/R","P2-122","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","1","1","","Jewelz Residence"
"11-360-2025","2025-01-06 11:01:05","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","950000","69.4","69.4","1 B/R","P3-38","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","2","","SCALA TOWER"
"11-361-2025","2025-01-06 14:52:45","Sales","Sale","Ready","Free Hold","Residential","LIVING LEGENDS","Land","Residential","5600000","673.02","673.02","","","","","Global Village","2","1","","LIVING LEGENDS PHASE 3"
"11-362-2025","2025-01-06 10:15:32","Sales","Sale","Ready","Free Hold","Residential","BARSHA HEIGHTS","Unit","Office","415206","42.86","42.86","NA","P3-065, P3-066  0","Dubai Internet City","Mall of the Emirates","Burj Al Arab","1","1","","I - RISE TOWER"
"11-363-2025","2025-01-06 10:38:36","Sales","Sale","Ready","Free Hold","Residential","Madinat Hind 4","Land","Residential","1850000","174.8","174.8","","","","","","2","1","","DAMAC HILLS (2) - JANUSIA "
"11-364-2025","2025-01-06 13:04:23","Sales","Sale","Ready","Free Hold","Residential","AL FURJAN","Building","Villa","4000000","227.8","227.8","4 B/R","","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","1","1","",""
"11-365-2025","2025-01-06 10:22:51","Sales","Sale","Ready","Free Hold","Residential","CITY WALK","Unit","Flat","4290000","171.37","171.37","2 B/R","B-26","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","1","2","",""
"11-366-2025","2025-01-08 14:17:04","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 2 & 3","Unit","Flat","661968","47.85","47.85","Studio","G-20","Rashidiya Metro Station","City Centre Mirdif","","1","1","",""
"11-367-2025","2025-01-06 11:02:06","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","3300000","142.61","142.61","1 B/R","P1-808","Marina Towers","Marina Mall","Burj Al Arab","1","1","",""
"11-368-2025","2025-01-06 11:40:19","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1400000","101.37","101.37","2 B/R","B-55","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","1","1","","Binghatti Crescent "
"11-369-2025","2025-01-06 10:34:25","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","6100000","111.61","111.61","2 B/R","GR B4-152","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","1","1","","Grande"
"11-37-2025","2025-01-02 13:20:45","Sales","Sale","Ready","Free Hold","Residential","CITY WALK","Unit","Flat","4400000","204.52","204.52","2 B/R","B-154","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","1","1","","NO.9 & NO.10 CITYWALK RESIDENTIAL"
